term_months,rank,institution,kind,state,apy_pct,min_deposit,promotion,product_note,fdic_cert,ncua_charter,remote_opening,nonresident_eligible,cu_membership_open_nationwide,early_withdrawal_penalty,source_url,read_note,date_checked
12,90,GTE Financial,credit_union,FL,3.82,,no,,,196,not stated,not stated,not stated,While there are no penalties for monthly dividend withdrawals a penalty may be imposed for early withdrawal which could reduce the earnings on the account and/or reduce the principal.,https://www.gtefinancial.org/products/share-certificates,,2026-09-24
12,90,Plains State Bank,bank,TX,3.82,,no,,17739,,not stated,not stated,,A penalty may be imposed for early withdrawal.,https://psbplains.com/personal/cd-money-market-offers/,,2026-09-24
12,94,Homewood Federal Savings Bank,bank,MD,3.80,500,no,,31267,,not stated,not stated,,Member FDIC A penalty may be imposed for early withdrawal on certificates of deposit.,https://www.homewoodfsb.com/deposit-rates/,,2026-09-24
12,94,Garden Plain State Bank,bank,KS,3.80,1000,no,,19687,,not stated,not stated,,,https://www.gpsbank.com/deposit-rates,,2026-09-24
12,94,Washita State Bank,bank,OK,3.80,1000,no,,22430,,not stated,not stated,,**Early Withdrawal Penalties May Apply.,https://www.washitastatebank.com/personal/deposit-rates,,2026-09-24
12,94,Andrews Federal Credit Union,credit_union,MD,3.80,10000,no,,,5754,yes,not stated,yes (free American Consumer Council membership),Penalties apply for early withdrawal.,https://www.andrewsfcu.org/rates,,2026-09-24
12,94,Phelps County Bank,bank,MO,3.80,,no,,18841,,yes,not stated,,.70% 12 Month CD 3.75% 3.80% 15 Month CD 3.75% 3.80% 18 Month CD 3.80% 3.85% 24 Month CD 3.85% 3.91% 30 Month CD 3.85% 3.91% 36 Month CD 3.90% 3.96% 48 Month CD 3.90% 3.96% 60 Month CD 3.90% 3.96% *A penalty may be imposed for early withdra,https://www.mypcb.com/rates,,2026-09-24
12,99,Directions Credit Union,credit_union,OH,3.76,100,no,,,60978,not stated,not stated,no (counties),Penalty for early withdrawal.,https://directionscu.org/personal/save/savings-certificates/checking-savings-rates/,,2026-09-24
12,99,Lafayette Federal Credit Union,credit_union,MD,3.76,500,no,,,619,not stated,not stated,no (MD DC VA only for the ACC route),to Earn APY 2 Dividend APY 2 1 Early withdrawal penalties may apply.,https://www.lfcu.org/personal/certificates/,,2026-09-24
12,101,"Academy Bank, National Association",bank,MO,3.75,500,no,,19600,,not stated,not stated,,"If not a CD, then should I try a Money Market All 3 * Annual Percentage Yield 1 A penalty may be imposed for early withdrawal.",https://www.academybank.com/personal/save/certificate-of-deposit,,2026-09-24
12,101,Commerce Bank & Trust,bank,FL,3.75,,no,,57429,,not stated,not stated,,²A penalty may be imposed for early withdrawal.,https://cbtfl.com/about-us/rates/,,2026-09-24
12,101,"First Jackson Bank, Inc.",bank,AL,3.75,,no,,23376,,not stated,not stated,,NOTICE: This account may require a minimum daily balance and/or impose a penalty for early withdrawal.,https://firstjacksonbank.com/rates/,,2026-09-24
12,101,Hanscom Federal Credit Union,credit_union,MA,3.75,,no,,,9095,not stated,not stated,not stated,Early withdrawal penalties may apply to certificates.,https://www.hfcu.org/rates/account-rates.html,,2026-09-24
12,101,Ohio State Bank,bank,OH,3.75,,no,,59144,,not stated,not stated,,f Deposit 1 Interest Rate APY 13-month 4.17% 4.25% 6-month 3.69% 3.75% 9-month 3.92% 4.00% 12-month 3.69% 3.75% 24-month 1.49% 1.50% 36-month 1.74% 1.75% 48-month 1.83% 1.85% 60-month 1.98% 2.00% 1 A penalty may be imposed for early withdra,https://bankatosb.com/personal-account-rates/,,2026-09-24
12,101,Presidential Bank,bank,MD,3.75,,no,,32363,,no,no,,A penalty is imposed for early withdrawal.,https://www.presidential.com/personal/banking/cds,,2026-09-24
12,101,Seattle Bank,bank,WA,3.75,,no,,35139,,yes,not stated,,Penalty assessed for early withdrawal.,https://www.seattlebank.com/personal/personal-banking/certificates-of-deposit-cd.html,,2026-09-24
12,101,Spring Bank,bank,WI,3.75,,no,,58780,,not stated,not stated,,"Penalties for early withdrawal of principal could reduce earnings, whether earned or not.",https://www.springbankwi.bank/current-deposit-rates,,2026-09-24
12,109,The First State Bank of Rosemount,bank,MN,3.74,500,no,,9769,,not stated,not stated,,36 Month Roth IRA $500 3.00% 3.00% Annual 5 Year Roth IRA $500 3.00% 3.00% Annual † Variable Rate (Rate may be subject to change) * Fees could reduce earnings ** Minimum to earn interest Substantial penalty for early withdrawal of certifica,https://www.fsbrosemount.com/financial-tools/rates,,2026-09-24
12,110,First Federal Savings Bank,bank,IN,3.73,500,no,,29056,,not stated,not stated,,A penalty will be imposed for early withdrawal.,https://www.firstfedsavings.bank/current-rates/,,2026-09-24
12,111,Clinton Bank,bank,KY,3.70,10000,yes,,304,,not stated,not stated,,"IFICATE OF DEPOSIT $10,000.00 $ 10,000.00 3.10% 3.14% 18 MONTH INDIVIDUAL RETIREMENT ACCOUNT'' $ 500.00 $ 500.00 1.15% 1.15% 30 MONTH INDIVIDUAL RETIREMENT ACCOUNT' $ 500.00 $ 500.00 1.65% 1.66% a) A penalty may be imposed for early withdra",https://www.clintonbankky.com/home/fiFiles/static/documents/weeklydepositrates.pdf,,2026-09-24
12,111,First State Bank of Bigfork,bank,MN,3.70,45000,no,,10991,,yes,not stated,,1 Penalty of 30 days interest is imposed on early withdrawal.,https://www.fsbbigfork.com/services-tools/helpful-tools/rates.html,,2026-09-24
12,113,State Bank of Bottineau,bank,ND,3.68,100,no,,9121,,not stated,not stated,,"3.79% a 60 MONTH CD $ 100.00 3.75% 3.79% a, b 21 MONTH RATE WATCH CD $ 2,500.00 3.60% 3.65% a, b 36 MONTH RATE WATCH CD $ 2,500.00 3.65% 3.70% a, b 57 MONTH RATE WATCH CD $ 2,500.00 3.70% 3.75% a) A penalty may be imposed for early withdraw",https://www.statebankofbottineau.com/assets/files/wbJLgSoZ,,2026-09-24
12,113,Rolette State Bank,bank,ND,3.68,500,no,,9120,,not stated,not stated,,"Contact Us Rates Certificates of Deposit (CDs) Effective January 8, 2026 Penalty may be imposed for early withdrawal.",https://www.rolettestatebank.com/rates/,,2026-09-24
12,115,First Internet Bank of Indiana,bank,IN,3.67,,no,,34607,,yes,not stated,,Contact Us Learn More Business CD Accounts & Rates Term Interest Rate Annual Percentage Yield (APY) Early Withdrawal Penalties 3-month CD 3.10 % 3.14 % 90 days interest Open Account 6-month CD 3.70 % 3.76 % 180 days interest Open Account 12,https://www.firstib.com/open-account/,,2026-09-24
12,116,Forbright Bank,bank,MD,3.65,1000,no,,57614,,not stated,not stated,,Early withdrawal penalties apply to all Certificates of Deposit.,https://www.forbrightbank.com/personal-banking/growth-cd/,,2026-09-24
12,116,SECU Maryland,credit_union,MD,3.65,,no,,,66330,not stated,not stated,not stated,Early withdrawal penalties may apply.,https://www.secumd.org/personal/banking/savings/cds/,,2026-09-24
12,118,Georgia's Own Credit Union,credit_union,GA,3.62,500,no,,,67390,yes,no (SSN required),no (counties or family),Partial balance withdrawals are subject to an early withdrawal penalty.,https://www.georgiasown.org/rates/rates,,2026-09-24
12,119,Stryv Bank,bank,KS,3.60,100,no,,21955,,not stated,not stated,,Penalty for early withdrawal will reduce earnings.,https://stryvbank.com/personal/individual-retirement-accounts-iras,,2026-09-24
12,119,Pathway Bank,bank,NE,3.60,1000,no,,1992,,not stated,not stated,,Substantial Penalty for Early Withdrawal.,https://www.pathwaybank.com/cds-iras-hsas,,2026-09-24
12,119,UniBank,bank,WA,3.60,1000,no,,58407,,not stated,not stated,,All certificate of deposits and IRA's are subject to an interest penalty for early withdrawal of principal.,https://www.unibankusa.com/deposit/resources/deposit-rates,,2026-09-24
12,119,Mercantile Bank,bank,MI,3.60,,no,,34598,,not stated,not stated,,Subject to early withdrawal pen alty when principal is withdrawn prior to maturity.,https://mercbank.com/personal-banking/cds/merc,,2026-09-24
12,123,Central State Bank,bank,IA,3.58,1500,no,,10903,,not stated,not stated,,Early withdrawal penalty fees may apply on Certificates of Deposits 6 to 60 months Savings and NOW Checking Accounts Savings accounts provide a straightforward way to earn interest while maintaining liquidity.,https://www.centralstatebankia.com/personal/rates,,2026-09-24
12,124,First Bank,bank,FL,3.56,2500,no,,9620,,not stated,not stated,,"the Team Details CDARS Rates Calculator Fixed rates, higher than standard savings Provides more guarantee than risky investments Set aside for future savings goals No setup or monthly service charges Early withdrawals subject to penalty $2,",https://www.first1bank.com/personal/personal-savings/certificates-of-deposit-cds.html,,2026-09-24
12,125,Crews Bank & Trust,bank,FL,3.55,500,no,,8021,,yes,not stated,,A penalty is imposed for early withdrawal from a Time Deposit.,https://www.crews.bank/hubfs/_CBT/PDFs/Deposits%20Rate%20Sheet.pdf,,2026-09-24
12,125,First Pryority Bank,bank,OK,3.55,1000,no,,4185,,not stated,not stated,,Early withdrawal penalties of 12 months apply.,https://pryority.bank/deposit-rates/,,2026-09-24
12,125,Seacoast National Bank,bank,FL,3.55,,no,,131,,yes,not stated,,Early withdrawal may be subject to penalty.,https://www.seacoastbank.com/personal/banking/savings,,2026-09-24
12,128,Great North Bank,bank,WI,3.53,,no,,15146,,not stated,not stated,,Early withdrawal penalties may apply.,https://www.greatnorthbank.com/wp-content/uploads/PDF/OAO-Rate.pdf,,2026-09-24
12,129,American Express National Bank,bank,UT,3.50,0,no,,27471,,not stated,not stated,,rawn with no penalty  -  great for unexpected challenges Explore HYSA Certificate of Deposit Account Know exactly how much your investment will earn A fixed APY protects you from falling interest rates Early withdrawal fee helps reinforce a,https://www.americanexpress.com/en-us/banking/online-savings/cd/,,2026-09-24
12,129,Cross River Bank,bank,NJ,3.50,500,no,,58410,,not stated,not stated,,CDs are subject to penalty for early withdrawal.,https://www.crossriver.com/personal-banking,,2026-09-24
12,129,Latino Community Credit Union,credit_union,NC,3.50,500,no,,,68430,yes,not stated,not stated,% 3.50% 18 Months $500 3.55% 3.55% 24 Months $500 3.65% 3.65% 36 Months $500 3.70% 3.70% 48 Months $500 3.73% 3.73% 60 Months $500 3.75% 3.75% The Fine Print The important details Account Limitations/Early Withdrawal Penalties.,https://latinoccu.org/products-and-services/savings/certificates-of-deposit/certificates-of-deposit/,,2026-09-24
12,129,Visions Federal Credit Union,credit_union,NY,3.50,500,no,,,17429,not stated,not stated,not stated,Should the early withdrawal amount during the life of the certificate exceed the original balance the Credit Union will require that the entire balance be withdrawn and subject to penalty.,https://www.visionsfcu.org/rates/ira-rates,,2026-09-24
12,129,Home Bank and Trust Company,bank,KS,3.50,1000,no,,4664,,not stated,not stated,,,https://homebank-trust.com/rates/,,2026-09-24
12,129,Ponce Bank,bank,NY,3.50,1000,no,,31189,,not stated,not stated,,A penalty may be imposed for withdrawals before maturity on CDs.,https://www.poncebank.com/rates,,2026-09-24
12,129,BankPurely (Washington Federal Bank),bank,WA,3.50,,no,,28088,,yes,not stated,,A penalty may be imposed for early withdrawal on CDs.,https://www.bankpurely.com/purely-cds/,,2026-09-24
12,129,Bradesco Bank,bank,FL,3.50,,no,,21265,,not stated,not stated,,"If funds are withdrawn within six (6) days of the date of deposit, an early withdrawal penalty of seven (7) days’ simple interest on the amount withdrawn will be charged.",https://bradescobank.com/es/certificate-of-deposit-bradesco/,,2026-09-24
12,129,EverBank,bank,FL,3.50,,no,,34775,,yes,not stated,,,https://www.everbank.com/product-selection?referid=31176,,2026-09-24
12,129,"Happen Bank, National Association",bank,UT,3.50,,no,,32551,,yes,not stated,,"Monthly withdrawals of earned interest are permitted, however any withdrawals of principal balances would only be allowed at the banks discretion and may incur early withdrawal fees.",https://www.happen.com/personal-banking/savings/certificate-of-deposit,,2026-09-24
12,139,BayFirst National Bank,bank,FL,3.49,,no,,34997,,not stated,not stated,,A penalty may be charged for early withdrawal.,https://www.bayfirstfinancial.com/personal/savings-money-market-and-cds/certificates-of-deposit/,,2026-09-24
12,139,Security Bank,bank,OK,3.49,,no,,4178,,not stated,not stated,,A penalty may be imposed for early withdrawal from a Certificate of Deposit.,https://www.sbtulsa.bank/Current-Rates,,2026-09-24
12,141,Great Plains State Bank,bank,NE,3.45,500,no,,14058,,not stated,not stated,,2 Months $500 3.41% 3.45% 15 Months $500 3.84% 3.90% 18 Months $500 3.41% 3.45% 24 Months $500 3.21% 3.25% 36 Months $500 3.21% 3.25% 48 Months $500 3.26% 3.30% 60 Months $500 3.31% 3.35% Substantial penalty will be imposed for early withdr,https://gpsbanks.com/rates/,,2026-09-24
12,142,Nuvision Credit Union,credit_union,CA,3.40,,no,,,566,not stated,not stated,not stated,IRS penalties may apply for early withdrawal.,https://www.nuvisioncu.org/rates/deposit-rates-certificates,,2026-09-24
12,143,First Bank of the Lake,bank,MO,3.35,,no,,26960,,not stated,not stated,,Penalty may be imposed for early withdrawal.,https://www.fblake.bank/rates/,,2026-09-24
12,144,Justice Federal Credit Union,credit_union,VA,3.31,100000,no,,,151,not stated,not stated,not stated,Certificate is subject to penalty for early withdrawal.,https://www.jfcu.org/rates,,2026-09-24
12,145,KodaBank,bank,ND,3.30,1000,no,,8386,,not stated,not stated,,"$25,000 - $99,999* $100,000+* 3.30% 3.40% 3.50% 3.30% 3.40% 3.50% 60 Month: $1,000 - $24,999* $25,000 - $99,999* $100,000+* 3.40% 3.50% 3.60% 3.40% 3.50% 3.60% Rates Effective September 1st, 2026 *A penalty may be imposed for early withdraw",https://www.kodabank.com/personal/save-and-spend/cds-and-iras,,2026-09-24
12,146,The Bank of Old Monroe,bank,MO,3.28,,no,,1655,,not stated,not stated,,Certificates of deposit may be subject to penalty for early withdrawal.,https://www.bankofoldmonroe.com/bank-rates/,,2026-09-24
12,147,Affinity Federal Credit Union,credit_union,NJ,3.25,,no,,,857,yes,not stated,yes (donation),We will impose an early withdrawal penalty of at least seven (7) days’ simple interest if funds are withdrawn within six days of the date of deposit or within six days of the date of the immediately preceding partial withdrawal.,https://www.affinityfcu.com/about-us/rates,,2026-09-24
12,147,"Amerant Bank, National Association",bank,FL,3.25,,no,,22953,,not stated,no for the posted rate (separate international CD; rate not published),,Early withdrawal penalties apply.,https://www.amerantbank.com/products/personal/personal-savings/ira-cd/,,2026-09-24
12,147,Citizens Access,bank,RI,3.25,,no,,57957,,not stated,not stated,,,https://www.secure.citizensaccess.com/Citizens/customer-service/rate-sheet,,2026-09-24
12,147,DCU (trade name of First Technology FCU in the NCUA file),credit_union,CA,3.25,,no,,,23521,not stated,not stated,yes (one-time donation),A penalty may be imposed for early withdrawal.,https://www.dcu.org/bank/certificates/regular-certificates.html,,2026-09-24
12,147,Farmers Insurance FCU,credit_union,CA,3.25,,no,,,1074,not stated,no (SSN required),yes (free American Consumer Council membership),Certificate rates subject to change at any time and are subject to substantial penalties for early withdrawal.,https://figfcu.org/certificates,,2026-09-24
12,147,Northpointe Bank,bank,MI,3.25,,no,,34953,,not stated,not stated,,Early withdrawal penalties may be charged on certificates of deposit.,https://www.northpointe.com/banking/rates/,,2026-09-24
12,147,Truist Bank,bank,NC,3.25,,no,,9846,,yes,no,,"Withdrawal Transaction Limitations If applicable, a penalty will be imposed for early withdrawals that may result in reduction of principal if accrued interest is not sufficient to cover the penalty.",https://www.truist.com/savings/certificate-of-deposit,,2026-09-24
12,154,Greater Nevada Credit Union,credit_union,NV,3.20,,no,,,68228,not stated,not stated,no (Nevada),A penalty may be imposed for withdrawals before maturity.,https://www.gncu.org/banking/account-rates/,,2026-09-24
12,154,Kinecta Federal Credit Union,credit_union,CA,3.20,,no,,,4142,not stated,not stated,not stated,There is a substantial penalty for early withdrawal of certificate funds.,https://www.kinecta.org/rates,,2026-09-24
